aX,aY,aZ,gX,gY,gZ
-0.258,0.355,0.297,221.985,24.902,-27.100
0.019,0.679,0.433,141.907,11.719,-5.859
0.196,0.634,0.450,23.010,17.944,12.329
0.237,0.486,0.465,-83.862,39.124,35.706
0.161,0.318,0.513,-134.460,50.537,49.133
0.209,0.204,0.523,-125.305,42.725,44.800
0.224,0.172,0.542,-67.932,22.522,25.696
0.227,0.210,0.597,4.944,1.221,1.343
0.268,0.281,0.719,56.213,-14.160,-14.343
0.346,0.345,0.721,69.519,-18.005,-19.226
0.368,0.356,0.687,49.316,-10.254,-13.367
0.398,0.321,0.629,13.123,-0.244,-2.014
0.407,0.258,0.665,-19.653,7.019,7.874
0.390,0.206,0.757,-38.574,7.629,13.306
0.450,0.170,0.826,-37.292,3.784,13.245
0.471,0.183,0.878,-20.325,0.732,9.033
0.453,0.198,0.921,-0.671,-1.587,2.808
0.451,0.138,0.911,11.353,-3.235,-2.869
0.454,0.064,0.907,16.357,-2.625,-4.211
0.419,0.034,0.911,15.991,0.122,-2.258
0.434,0.041,0.886,10.437,2.319,1.648
0.468,0.071,0.860,5.310,5.066,5.920
0.436,0.116,0.857,3.235,8.240,9.827
0.422,0.167,0.864,2.686,7.629,11.047
0.442,0.188,0.881,2.808,4.333,8.789
0.463,0.196,0.915,3.540,2.869,6.714
0.463,0.213,0.938,4.822,4.761,5.981
0.469,0.243,0.942,7.935,6.104,4.517
0.434,0.257,0.934,9.888,6.287,1.526
0.416,0.269,0.901,7.141,7.263,1.038
0.374,0.261,0.891,1.282,8.179,3.052
0.343,0.229,0.885,-3.418,7.446,3.357
0.348,0.184,0.876,-6.226,5.310,2.747
0.351,0.167,0.868,-5.615,3.479,1.892
0.356,0.166,0.897,-1.465,1.221,0.916
0.378,0.186,0.917,1.709,-0.305,-0.244
0.391,0.198,0.928,3.662,-0.427,-1.221
0.399,0.179,0.936,5.005,0.427,-2.319
0.383,0.168,0.925,5.066,3.967,-1.892
0.367,0.141,0.906,3.418,8.179,-0.732
0.348,0.114,0.866,1.221,11.047,0.854
0.353,0.106,0.831,0.671,11.536,2.625
0.330,0.127,0.804,1.587,9.766,3.784
0.342,0.143,0.796,3.784,4.944,2.502
0.363,0.158,0.800,6.348,-0.061,0.610
0.373,0.167,0.831,6.836,-2.563,-0.122
0.392,0.158,0.840,4.578,-3.357,-0.610
0.393,0.131,0.856,1.343,-2.380,-0.305
0.403,0.091,0.864,-1.343,-1.404,-0.305
0.408,0.047,0.887,-2.197,-0.977,-0.305
0.436,0.018,0.907,-1.404,0.671,1.038
0.447,0.032,0.898,0.793,2.625,3.174
0.444,0.064,0.890,4.333,3.052,3.784
0.439,0.106,0.890,7.141,2.075,4.395
0.444,0.131,0.896,7.690,1.221,4.517
0.463,0.132,0.877,6.348,0.916,4.150
0.446,0.131,0.870,6.226,1.770,4.272
0.440,0.122,0.876,7.324,2.014,3.540
0.447,0.118,0.891,9.033,1.099,2.441
0.449,0.118,0.910,10.254,1.282,2.441
0.441,0.122,0.910,9.155,2.441,2.625
0.428,0.131,0.896,6.348,4.089,3.479
0.399,0.140,0.875,2.441,5.859,4.822
0.379,0.148,0.849,-0.244,6.531,5.981
0.369,0.145,0.838,-0.671,5.127,5.615
0.367,0.148,0.842,1.404,2.808,4.089
0.384,0.152,0.853,5.310,0.671,2.502
0.395,0.160,0.861,9.155,-0.183,1.038
0.397,0.168,0.861,10.864,0.488,0.916
0.390,0.176,0.847,10.315,1.831,1.099
0.365,0.173,0.819,7.751,2.930,1.160
0.360,0.171,0.790,3.906,3.113,2.136
0.357,0.171,0.785,0.183,2.808,3.418
0.360,0.173,0.797,-2.197,1.587,4.089
0.381,0.170,0.820,-1.648,-1.160,2.930
0.401,0.168,0.832,1.587,-3.357,0.610
0.410,0.178,0.829,5.493,-4.089,-1.343
0.403,0.172,0.828,8.179,-4.028,-3.235
0.401,0.161,0.819,7.812,-3.601,-4.395
0.390,0.139,0.816,4.211,-2.869,-3.662
0.384,0.116,0.827,-0.671,-2.319,-1.709
0.403,0.103,0.840,-3.113,-2.686,0.061
0.412,0.103,0.863,-1.892,-3.174,0.793
0.422,0.111,0.886,1.038,-3.479,0.061
0.428,0.115,0.891,3.235,-2.930,-0.916
0.426,0.118,0.888,3.601,-1.831,-1.099
0.419,0.118,0.883,2.441,-0.366,-0.366
0.407,0.118,0.872,1.221,0.549,0.549
0.401,0.115,0.860,1.770,0.366,0.610
0.401,0.115,0.863,3.052,-0.977,-0.244
0.400,0.116,0.865,3.723,-2.014,-0.916
0.391,0.112,0.872,3.174,-2.441,-0.977
0.389,0.104,0.879,1.831,-3.052,-0.366
0.404,0.094,0.886,1.160,-3.235,0.305
0.400,0.099,0.889,1.343,-2.930,1.099
0.404,0.101,0.895,2.380,-2.686,1.160
0.408,0.116,0.889,3.174,-2.380,1.099
0.403,0.130,0.893,3.296,-1.343,1.526
0.397,0.133,0.896,2.258,-1.160,1.282
0.395,0.125,0.904,0.061,-0.977,1.343
0.397,0.113,0.905,-1.953,-0.122,2.258
0.399,0.112,0.899,-1.709,0.610,2.747
0.399,0.118,0.889,1.648,0.427,1.526
0.397,0.132,0.880,5.981,-0.244,-0.061
0.393,0.141,0.877,8.240,-0.732,-1.282
0.390,0.138,0.881,7.080,-0.671,-1.099
0.395,0.133,0.892,3.540,-0.183,0.122

