aX,aY,aZ,gX,gY,gZ
0.582,0.196,-0.788,-0.305,0.122,2.625
0.605,0.202,-0.794,-0.488,0.305,2.563
0.616,0.207,-0.796,-0.793,-0.610,1.526
0.610,0.208,-0.788,-0.610,-1.770,0.183
0.602,0.206,-0.771,-0.061,-2.869,-0.916
0.593,0.201,-0.759,0.610,-3.357,-1.526
0.583,0.192,-0.747,1.404,-2.991,-1.587
0.573,0.180,-0.735,1.770,-2.380,-0.977
0.567,0.177,-0.731,0.854,-1.343,0.122
0.557,0.180,-0.742,-0.122,-0.183,1.282
0.563,0.185,-0.759,-0.427,1.160,2.136
0.574,0.192,-0.771,0.366,2.563,2.991
0.584,0.196,-0.784,0.854,2.441,3.723
0.594,0.197,-0.804,0.366,2.197,3.723
0.598,0.196,-0.815,0.183,1.282,3.540
0.591,0.192,-0.819,0.488,0.061,3.357
0.586,0.195,-0.814,0.366,-1.038,3.113
0.584,0.199,-0.807,-0.183,-2.014,2.502
0.584,0.202,-0.797,-0.427,-2.808,2.075
0.584,0.203,-0.784,-0.305,-3.113,1.892

-0.406,0.490,1.973,26.428,41.687,-3.784
-0.448,0.390,2.148,36.438,57.983,-15.442
-0.539,0.271,2.348,39.612,78.430,-24.536
-0.490,0.181,2.467,37.842,103.394,-30.029
-0.539,0.067,2.549,38.879,127.502,-30.334
-0.525,0.009,2.540,41.321,158.325,-25.696
-0.481,-0.028,2.486,44.861,189.209,-17.090
-0.473,-0.032,2.484,45.410,212.097,-11.597
-0.497,-0.067,2.452,40.283,229.797,-10.437
-0.524,-0.092,2.371,32.043,248.474,-8.240
-0.561,-0.071,2.290,23.804,271.240,-4.150
-0.599,-0.041,2.131,16.968,295.288,-0.244
-0.625,-0.024,1.925,14.587,318.970,3.662
-0.652,-0.023,1.683,16.541,341.248,8.423
-0.692,-0.021,1.461,21.484,360.840,14.648
-0.726,-0.058,1.254,27.039,378.296,21.057
-0.708,-0.090,1.050,25.818,393.921,26.550
-0.688,-0.112,0.855,15.137,403.198,30.090
-0.738,-0.113,0.708,-1.770,408.142,31.067
-0.772,-0.068,0.592,-18.982,413.940,27.954
-0.799,-0.043,0.470,-30.212,422.241,26.917
-0.820,-0.024,0.333,-31.555,432.495,30.945
-0.816,-0.009,0.210,-26.550,448.120,39.307
-0.787,0.016,0.099,-21.179,461.853,48.096
-0.764,0.030,-0.013,-21.179,469.910,53.467
-0.725,0.046,-0.137,-31.067,473.999,54.321
-0.629,0.113,-0.252,-47.485,472.778,50.659
-0.578,0.111,-0.319,-62.561,464.355,43.884
-0.510,0.149,-0.459,-70.740,451.721,32.837
-0.443,0.170,-0.541,-66.406,446.594,26.123
-0.365,0.216,-0.652,-47.363,439.575,22.339
-0.333,0.220,-0.747,-20.630,429.626,21.301
-0.301,0.198,-0.863,-0.061,418.701,24.170
-0.177,0.201,-1.051,3.479,406.250,22.400
-0.085,0.218,-1.264,-3.723,384.521,13.977
0.059,0.192,-1.492,-9.705,356.812,4.639
0.084,0.085,-1.618,-5.493,321.899,2.075
0.046,-0.088,-1.680,1.099,286.194,9.399
-0.022,-0.145,-1.712,-4.272,254.639,22.461
-0.148,-0.109,-1.792,-24.597,224.548,37.170
-0.248,-0.079,-1.921,-50.110,197.998,50.354
-0.276,0.009,-2.112,-67.993,174.866,60.852
-0.248,0.075,-2.280,-70.129,151.062,64.758
-0.119,0.129,-2.436,-57.617,129.333,58.533
0.043,0.219,-2.441,-33.264,103.333,46.143
0.206,0.252,-2.334,-6.592,71.533,30.518
0.310,0.215,-2.078,19.409,36.133,15.076
0.382,0.147,-1.752,35.583,2.319,3.967
0.447,0.116,-1.395,36.072,-23.682,-2.686
0.514,0.124,-1.061,26.611,-42.053,-6.470
0.542,0.123,-0.776,15.808,-53.955,-6.348
0.603,0.150,-0.526,7.629,-56.274,-3.357
0.629,0.178,-0.331,3.723,-51.147,0.366
0.616,0.198,-0.222,2.869,-40.405,3.601
0.596,0.201,-0.207,3.357,-22.034,5.554
0.618,0.218,-0.259,5.249,-0.854,6.531
0.633,0.225,-0.365,7.446,18.250,8.301
0.641,0.233,-0.464,10.803,33.386,9.460
0.634,0.242,-0.571,13.245,44.006,9.583
0.626,0.251,-0.685,14.526,49.927,8.484
0.610,0.253,-0.778,14.954,51.575,6.958
0.586,0.247,-0.852,14.038,49.927,5.493
0.549,0.234,-0.904,12.390,45.837,4.150
0.516,0.227,-0.944,9.827,40.466,3.479
0.496,0.231,-0.966,6.226,34.485,3.723
0.491,0.243,-0.966,2.747,28.381,3.601
0.506,0.262,-0.965,-0.061,22.705,2.441
0.521,0.271,-0.960,-0.549,16.724,0.183
0.542,0.254,-0.939,1.709,11.353,-2.258
0.547,0.224,-0.902,5.676,6.104,-4.883
0.554,0.187,-0.864,8.789,1.160,-7.629
0.565,0.173,-0.814,10.742,-2.258,-9.216
0.584,0.163,-0.775,11.658,-3.723,-9.949
0.603,0.155,-0.734,11.353,-4.761,-9.827
0.614,0.152,-0.698,9.766,-4.883,-9.033
0.613,0.145,-0.678,7.385,-4.150,-7.019
0.612,0.141,-0.673,5.127,-2.686,-4.089
0.616,0.154,-0.685,2.686,-0.793,-1.038
0.621,0.173,-0.715,0.366,0.793,2.075
0.630,0.212,-0.750,-1.221,2.319,4.150
0.637,0.242,-0.781,-1.770,2.930,4.456
0.627,0.256,-0.807,-0.732,2.197,3.418
0.607,0.249,-0.817,0.854,0.732,1.404
0.584,0.235,-0.803,1.709,-0.366,-0.488
0.567,0.230,-0.803,0.549,-0.732,-1.648
0.549,0.229,-0.818,-1.709,-0.610,-1.343
0.537,0.234,-0.839,-3.052,-0.183,-0.366
0.539,0.248,-0.849,-3.296,0.549,0.366
0.544,0.259,-0.850,-2.625,1.221,0.305
0.555,0.260,-0.852,-1.526,1.282,-0.916
0.567,0.250,-0.850,0.427,1.099,-2.625
0.577,0.228,-0.844,2.869,0.305,-4.578
0.589,0.205,-0.828,4.578,-1.404,-6.409
0.595,0.182,-0.807,4.578,-3.174,-7.446
0.595,0.169,-0.789,3.906,-4.517,-7.080
0.585,0.157,-0.767,2.686,-5.737,-5.432
0.578,0.153,-0.749,0.916,-5.798,-3.296
0.575,0.152,-0.733,-0.366,-4.883,-0.977
0.576,0.155,-0.725,-1.221,-3.357,2.014
0.581,0.170,-0.721,-1.526,-1.709,5.005
0.577,0.192,-0.726,-1.587,-0.366,6.714
0.570,0.209,-0.739,-1.099,0.793,7.080
0.570,0.223,-0.758,0.366,2.197,6.958
0.576,0.230,-0.771,2.502,3.845,6.348
0.584,0.230,-0.782,4.150,4.761,5.066
0.595,0.225,-0.793,4.761,4.395,3.784
0.595,0.216,-0.802,4.517,2.991,2.441
0.575,0.207,-0.803,3.540,1.282,1.770
0.552,0.208,-0.804,1.770,0.122,1.770
0.543,0.213,-0.808,-0.244,-0.488,2.319
0.536,0.218,-0.808,-1.587,-0.610,3.418
0.534,0.223,-0.810,-2.625,-0.427,4.700
0.541,0.232,-0.814,-3.540,0.000,5.554
0.556,0.239,-0.813,-3.906,0.122,5.371
0.570,0.242,-0.810,-3.174,-0.122,4.333
0.580,0.236,-0.804,-1.465,-0.854,2.625
0.588,0.229,-0.789,0.916,-1.953,0.610
0.586,0.214,-0.772,2.441,-2.991,-1.465
0.576,0.198,-0.761,3.418,-3.784,-2.380

-0.486,0.168,2.269,24.658,53.406,-5.676
-0.551,0.125,2.500,32.349,75.745,-9.155
-0.678,0.018,2.773,41.016,100.403,-10.803
-0.728,-0.097,2.989,49.805,133.179,-9.949
-0.778,-0.259,3.064,54.138,175.781,-4.639
-0.734,-0.376,3.013,48.950,221.558,3.784
-0.683,-0.448,2.886,32.349,261.475,12.512
-0.670,-0.477,2.747,11.597,293.213,21.667
-0.717,-0.442,2.535,-7.690,322.266,31.311
-0.759,-0.328,2.272,-23.071,353.333,39.917
-0.784,-0.226,2.032,-31.616,382.080,45.837
-0.817,-0.154,1.796,-32.715,404.724,50.232
-0.821,-0.089,1.527,-28.564,422.913,54.138
-0.807,-0.010,1.260,-21.484,439.758,58.044
-0.782,0.025,1.036,-14.954,452.759,61.279
-0.760,0.047,0.799,-15.259,460.449,61.707
-0.741,0.067,0.595,-21.667,462.708,58.105
-0.705,0.070,0.431,-30.090,463.867,53.833
-0.655,0.087,0.240,-36.560,464.783,51.697
-0.611,0.090,0.065,-37.842,464.050,52.185
-0.599,0.085,-0.111,-36.560,461.182,54.016
-0.599,0.078,-0.263,-37.292,457.397,54.932
-0.569,0.134,-0.371,-42.175,451.111,54.077
-0.543,0.207,-0.441,-48.035,441.101,52.307
-0.560,0.286,-0.540,-50.354,423.706,44.739
-0.551,0.298,-0.586,-50.720,413.757,34.363
-0.504,0.305,-0.672,-45.654,410.339,26.062
-0.440,0.311,-0.789,-33.691,404.053,22.217
-0.346,0.261,-0.870,-20.325,394.043,21.240
-0.232,0.202,-0.957,-11.719,379.517,18.433
-0.118,0.122,-1.032,-8.118,361.084,14.832
-0.027,0.080,-1.113,-9.888,339.844,12.695
0.012,0.035,-1.245,-13.916,314.758,13.062
0.057,0.018,-1.312,-17.456,288.452,16.541
0.109,0.014,-1.337,-23.376,262.878,23.804
0.134,0.017,-1.362,-33.752,237.610,31.372
0.157,0.093,-1.390,-44.006,213.196,35.645
0.172,0.143,-1.419,-48.096,191.467,34.241
0.143,0.229,-1.456,-40.710,170.471,28.198
0.148,0.270,-1.491,-23.315,154.541,17.639
0.167,0.240,-1.498,-1.587,142.822,6.287
0.168,0.194,-1.498,17.395,131.042,0.671
0.195,0.132,-1.499,28.198,117.798,-0.427
0.218,0.114,-1.497,26.367,104.187,1.038
0.271,0.149,-1.493,15.564,91.125,4.211
0.303,0.226,-1.470,4.089,75.989,6.592
0.342,0.294,-1.426,-2.502,60.486,5.615
0.388,0.330,-1.360,-1.282,46.265,2.869
0.450,0.326,-1.261,6.348,33.752,-1.831
0.497,0.273,-1.143,14.771,22.766,-7.996
0.531,0.210,-1.043,21.057,13.977,-14.893
0.571,0.156,-0.925,23.437,7.874,-18.860
0.587,0.118,-0.837,21.606,4.211,-20.447
0.576,0.080,-0.779,17.578,1.343,-19.043
0.560,0.058,-0.744,13.611,1.038,-14.404
0.554,0.056,-0.728,8.911,2.441,-8.606
0.553,0.079,-0.719,4.639,4.150,-2.869
0.550,0.122,-0.720,0.305,5.981,1.099
0.573,0.172,-0.729,-1.648,7.812,3.662
0.575,0.207,-0.718,-0.488,8.972,4.944
0.559,0.228,-0.722,1.648,9.705,4.700
0.541,0.233,-0.738,4.028,11.047,3.479
0.540,0.233,-0.765,6.348,12.451,2.319
0.543,0.230,-0.797,8.545,13.000,1.526
0.560,0.221,-0.818,9.949,12.329,1.038
0.566,0.210,-0.825,9.521,10.193,1.099
0.559,0.210,-0.825,7.446,7.446,1.465
0.554,0.222,-0.827,3.906,4.333,2.197
0.539,0.239,-0.820,1.038,2.136,3.235
0.529,0.253,-0.817,-0.427,0.793,3.479
0.536,0.265,-0.821,-1.282,-0.122,3.052
0.552,0.267,-0.821,-1.160,-1.160,2.686
0.562,0.268,-0.815,-0.854,-2.380,2.258
0.576,0.265,-0.802,-1.587,-4.089,1.221
0.584,0.260,-0.784,-2.502,-5.798,-0.122
0.586,0.254,-0.766,-2.380,-6.897,-1.343
0.591,0.252,-0.750,-1.465,-6.653,-2.258
0.597,0.247,-0.739,0.427,-5.554,-3.540
0.607,0.239,-0.738,2.869,-4.028,-5.310
0.615,0.219,-0.741,5.371,-2.502,-6.470
0.614,0.192,-0.745,6.653,-1.465,-6.653
0.613,0.172,-0.753,5.798,-0.610,-6.104
0.605,0.164,-0.754,3.296,-0.244,-4.089
0.588,0.165,-0.760,-0.183,-0.244,-2.075
0.577,0.175,-0.772,-3.235,0.366,0.244
0.568,0.186,-0.789,-4.700,1.160,2.930
0.558,0.197,-0.807,-4.883,1.404,4.944
0.553,0.210,-0.822,-4.517,1.526,5.554
0.558,0.217,-0.831,-3.601,1.526,5.432
0.549,0.222,-0.827,-2.136,0.793,5.615
0.543,0.231,-0.823,-1.648,0.000,5.249
0.549,0.242,-0.818,-2.197,-0.305,4.395
0.567,0.251,-0.822,-2.136,-0.488,3.784
0.587,0.247,-0.822,-1.099,-1.221,2.808
0.601,0.241,-0.816,0.122,-2.441,1.526
0.605,0.230,-0.801,0.610,-3.540,-0.305
0.596,0.214,-0.786,0.793,-4.761,-1.892
0.585,0.201,-0.769,1.038,-5.127,-2.197
0.576,0.194,-0.758,1.160,-4.822,-1.953
0.568,0.190,-0.755,0.854,-4.272,-1.038
0.564,0.191,-0.756,0.610,-3.540,0.000
0.557,0.196,-0.756,0.977,-2.808,1.526
0.560,0.208,-0.758,1.465,-1.770,2.869
0.567,0.218,-0.765,1.343,-1.038,3.601
0.583,0.231,-0.774,0.671,-0.916,3.601
0.596,0.238,-0.771,0.122,-1.221,3.723
0.602,0.242,-0.771,-1.282,-1.892,3.967
0.605,0.245,-0.771,-3.357,-2.747,3.418
0.597,0.248,-0.774,-4.517,-3.113,2.747
0.585,0.253,-0.779,-4.822,-3.296,1.465
0.574,0.254,-0.780,-3.479,-3.052,-0.671
0.565,0.246,-0.778,-0.854,-2.258,-2.380
0.554,0.231,-0.779,2.380,-1.099,-3.662
0.555,0.213,-0.783,4.883,0.122,-4.456
0.562,0.193,-0.788,6.531,1.343,-4.517
0.574,0.173,-0.796,7.141,1.770,-3.967
0.594,0.160,-0.804,6.531,1.282,-3.174
0.609,0.159,-0.803,5.066,0.183,-2.258
0.611,0.167,-0.796,2.319,-1.648,-1.099

